id,name,park
232025,BRIDGER LAKE CAMPGROUND,Uinta-Wasatch-Cache National Forest
234413,WEST BRIDGER CABIN,Custer Gallatin National Forest
233435,BRIDGEVIEW (RATHBUN LAKE),Rathbun Lake
233557,JOHN C. BRISCOE GROUP USE,Mark Twain Lake
10001419,Cold Brook Campground,Cold Brook Lake
233676,WINHALL BROOK,Ball Mountain Lake
234142,NORTHFIELD BROOK LAKE GROUP SHELTERS,Northfield Brook Lake
251609,CHITTENDEN BROOK CAMPGROUND,Green Mountain & Finger Lakes National Forests
232192,BROOKCHAR,Apache-Sitgreaves National Forest
233436,BROOKEN COVE,Eufaula Lake
231844,BROOKLYN LAKE,Medicine Bow-Routt NFs & Thunder Basin NG
233309,CAMP GATEWAY- BROOKLYN NY,Gateway National Recreation Area
233982,LITTLE BROOKLYN LAKE GUARD,Medicine Bow-Routt NFs & Thunder Basin NG
273756,OVERLOOK SHELTER (BROOKVILLE LAKE),Brookville Lake
232073,MOLLY BROWN,PSICC
233214,BROWNE LAKE GROUP SITES,Ashley National Forest
251350,CJ BROWN DAM AND RESERVOIR - DAM SITE (OH),Clarence J. Brown Dam and Reservoir
273817,DAVY BROWN CAMPGROUND,Los Padres National Forest
232533,BROYLES,Hartwell Lake
232534,BRUSHY CREEK,Lake O' The Pines
233315,BRUSHY CREEK DAY USE,Lake O' The Pines
232535,BUCK CREEK (MO),Bull Shoals Lake
233122,BUCK LAKE GROUP CAMPGROUND,National Forests in Florida
233438,BUCK CREEK (RATHBUN LAKE),Rathbun Lake
233440,BUCK RIDGE,Hensley Lake
233861,BUCK CREEK CAMPGROUND,Mt. Baker-Snoqualmie National Forest
234034,BUCK PARK CABIN,Payette National Forest
232003,BUCKALOONS,Allegheny National Forest
231898,BUCKBOARD CROSSING,Ashley National Forest
232406,BUCKBOARD,Manti-La Sal National Forest
249982,BUCKEYE FLAT CAMPGROUND,Sequoia & Kings Canyon National Parks
232536,BUCKHORN CREEK,Lake O' The Pines
232566,BUCKHORN CAMPGROUND,Buckhorn Lake
233275,BUCKHORN PAVILION,Chickasaw National Recreation Area
233439,BUCKHORN,Black Butte Lake
234047,BUCKHORN CAMPGROUND (OK) CHICKASAW NRA,Chickasaw National Recreation Area
233441,BUCKSAW,Harry S. Truman Lake
231875,BUFFALO CAMPGROUND,PSICC
232219,BUFFALO (IDAHO),Caribou-Targhee National Forest
233442,BUFFALO PARK,John H. Kerr Dam and Reservoir
233709,BUFFALO SPRINGS,PSICC
234043,BUFFALO POINT,Buffalo National River
234411,BUFFUMVILLE LAKE (GROUP SHELTERS),Buffumville Lake
251923,BUFORD DAM PARK SHELTERS (GA),Lake Sidney Lanier
233169,KENTUCKY CAMP CABIN AND HEADQUARTERS BUILDING,Coronado National Forest
232130,SITTING BULL,Bighorn National Forest
232431,BULL TROUT,Boise National Forest
234402,BULL RIVER GUARD STATION,Kootenai National Forest
234508,BULL RIVER PAVILION,Kootenai National Forest
233443,BULLTOWN CAMP,Burnsville Lake
233899,BUMBLEBEE CAMPGROUND,Idaho Panhandle National Forests
232356,Bumping Lake Campground,Okanogan-Wenatchee National Forest
232537,BUMPUS MILLS,Barkley Lake
233444,BUNCOMBE CREEK,Lake Texoma
251895,BUNKER HILL CAMPGROUND,Umpqua National Forest
233104,VAN VLECK BUNKHOUSE,Eldorado National Forest
234412,SAVENAC BUNKHOUSE,Lolo National Forest
234439,SPRING VALLEY CABIN BUNKHOUSE,Kaibab National Forest
234461,SUMMIT GUARD STATION BUNKHOUSE,Umatilla National Forest
250019,PORTAL BUNKHOUSE,Coronado National Forest
158243,BURGESS JUNCTION VISITOR CENTER,Bighorn National Forest
233445,BURNS RUN EAST,Lake Texoma
233703,BURNS RUN WEST,Lake Texoma
246890,Burns Lake Campground,Big Cypress National Preserve
234232,BURNSVILLE LAKE SHELTERS,Burnsville Lake
232278,BURNT RANCHERIA,Cleveland National Forest
249254,Burnt Corral Campground,Tonto National Forest
261322,Historic Bushman House (Gettysburg),Gettysburg National Military Park
232363,BUSHYTAIL,SHASTA-TRINITY NATIONAL FOREST
234170,BUTLER BUTTE CABIN,Umpqua National Forest
232207,THUMB BUTTE,Prescott National Forest
232218,SHAFER BUTTE,Boise National Forest
233128,LOOKOUT BUTTE LOOKOUT,Nez Perce-Clearwater National Forests
233133,TIMBER BUTTE CABIN,Willamette National Forest
233356,BUTTE LAKE STOCK CORRAL,Lassen Volcanic National Park
233568,ORLAND BUTTES,Black Butte Lake
234149,PICKETT BUTTE LOOKOUT,Umpqua National Forest
234156,BUTTE LAKE,Lassen Volcanic National Park
234162,BUTTE LAKE GROUP,Lassen Volcanic National Park
234248,FIVEMILE BUTTE LOOKOUT,Mt. Hood National Forest
234325,CASTLE BUTTE LOOKOUT,Nez Perce-Clearwater National Forests
234358,DIAMOND BUTTE LOOKOUT,Custer National Forest
234389,WEST FORK BUTTE LOOKOUT,Lolo National Forest
234408,LIZ BUTTE CABIN,Nez Perce-Clearwater National Forests
234621,GOLD BUTTE LOOKOUT,Willamette National Forest
253491,GRANITE BUTTE LOOKOUT,Helena-Lewis and Clark National Forest
231967,BUTTERCUP GROUP CAMP,San Bernardino National Forest
233826,BUTTERMILK,Caribou-Targhee National Forest
232296,NORTH SHORE (CA),San Bernardino National Forest
232765,PINE POINT (CA),SHASTA-TRINITY NATIONAL FOREST
232820,FISH CREEK (CA),Sierra National Forest
232828,COTTONWOOD (CA),Plumas National Forest
232913,LONE ROCK (CA),Plumas National Forest
232914,LONG POINT (CA),Plumas National Forest
233879,SOUTH FORK GROUP (CA),Eldorado National Forest
234330,SILVER LAKE CAMPGROUND JUNE LAKE (CA,Inyo National Forest
234587,NORTH FORK (CA),Tahoe National Forest
234719,DRIPPING SPRINGS CAMPGROUND (CA),Cleveland National Forest
234752,SUNSET CAMPGROUND (CA),Sequoia & Kings Canyon National Parks
239632,East Fork Campground (CA),Six Rivers National Forest
251363,TEN MILE CAMPGROUND (CA),Sequoia National Forest
251550,OBSERVATION POINT PICNIC SHELTER (CA),New Hogan Lake
272246,INDIAN CREEK CAMPGROUND (CA),Indian Creek Recreation Area
272299,COTTONWOOD CAMPGROUND (CA),Joshua Tree National Park
234145,DITCH CREEK GUARD STATION CAB,Umatilla National Forest
10006208,Joe Thompson Cabin,Lake Clark National Park & Preserve
118992,MATTERHORN CABIN,Grand Mesa Uncompahgre and Gunnison National Forest
118993,LONE CONE CABIN,Grand Mesa Uncompahgre and Gunnison National Forest
232291,THIRD FORK CABIN,Boise National Forest
232401,ELK CREEK CABINS,Boise National Forest
232402,STOLLE MEADOWS CABIN,Boise National Forest
232424,MIDDLE MOUNTAIN CABINS,Monongahela National Forest
232469,Fure's Cabin,Katmai National Park & Preserve
232919,FLORENCE LAKE (EAST) CABIN,Tongass National Forest
232921,HASSELBORG CREEK CABIN,Tongass National Forest
232923,LITTLE SHAHEEN CABIN,Tongass National Forest
232925,JIMS LAKE CABIN,Tongass National Forest
232929,YOUNG LAKE (NORTH) CABIN,Tongass National Forest
232930,YOUNG LAKE (SOUTH) CABIN,Tongass National Forest
232932,JOSEPHINE LAKE CABIN,Tongass National Forest
232933,KEGAN CREEK CABIN,Tongass National Forest
232934,KEGAN COVE CABIN,Tongass National Forest
232936,TROLLERS COVE CABIN,Tongass National Forest
232937,GREENTOP CABIN,Tongass National Forest
232938,LAUGHTON GLACIER CABIN,Tongass National Forest
232939,PETERSON LAKE CABIN,Tongass National Forest
232940,JOHN MUIR CABIN,Tongass National Forest
232941,DAN MOLLER CABIN,Tongass National Forest
232942,TURNER LAKE WEST CABIN,Tongass National Forest
232943,TURNER LAKE EAST CABIN,Tongass National Forest
232944,TAKU GLACIER CABIN,Tongass National Forest
232945,EAGLE GLACIER CABIN,Tongass National Forest
232946,DENVER CABOOSE CABIN,Tongass National Forest
232948,WINDFALL LAKE CABIN,Tongass National Forest
232951,FISH CREEK CABIN,Tongass National Forest
232952,HECKMAN LAKE CABIN,Tongass National Forest
232954,HELM CREEK CABIN,Tongass National Forest
232955,JORDAN LAKE CABIN,Tongass National Forest
232956,MCDONALD LAKE CABIN,Tongass National Forest
232957,PATCHING LAKE CABIN,Tongass National Forest
232958,PLENTY CUTTHROAT CABIN,Tongass National Forest
232960,REFLECTION LAKE CABIN,Tongass National Forest
232961,SOUTHEAST HECKMAN CABIN,Tongass National Forest
232964,TIEDEMAN SLOUGH CABIN,Chugach National Forest
232966,MARTIN LAKE CABIN,Chugach National Forest
232967,CHECATS LAKE CABIN,Tongass National Forest
232968,HOOK POINT CABIN,Chugach National Forest
232969,ELLA NARROWS CABIN,Tongass National Forest
232971,HUGH SMITH LAKE CABIN,Tongass National Forest
232972,MCKINLEY TRAIL CABIN,Chugach National Forest
232976,NELLIE MARTIN RIVER CABIN,Chugach National Forest
232977,HUMPBACK LAKE CABIN,Tongass National Forest
232978,GREEN ISLAND CABIN,Chugach National Forest
232979,MANZANITA LAKE CABIN,Tongass National Forest
232980,MCKINLEY LAKE CABIN,Chugach National Forest
232982,PORT CHALMERS CABIN,Chugach National Forest
232984,WILSON NARROWS CABIN,Tongass National Forest
232985,POWER CREEK CABIN,Chugach National Forest
232986,WILSON VIEW CABIN,Tongass National Forest
232987,CROW PASS CABIN,Chugach National Forest
232988,WINSTANLEY ISLAND CABIN,Tongass National Forest
232990,WINSTANLEY LAKE CABIN,Tongass National Forest
232991,SHRODE LAKE CABIN,Chugach National Forest
232992,COGHILL LAKE CABIN,Chugach National Forest
232993,SALT CHUCK EAST CABIN,Tongass National Forest
232994,HARRISON LAGOON CABIN,Chugach National Forest
232996,PETERSBURG LAKE CABIN,Tongass National Forest
232999,DEVILS ELBOW CABIN,Tongass National Forest
233000,UPPER PARADISE LAKE CABIN,Chugach National Forest
233001,CRESCENT LAKE CABIN,Chugach National Forest
233002,CASTLE FLATS CABIN,Tongass National Forest
233003,LOWER PARADISE LAKE CABIN,Chugach National Forest
233004,CASTLE RIVER CABIN,Tongass National Forest
233006,UPPER RUSSIAN LAKE CABIN,Chugach National Forest
233008,HARVEY LAKE CABIN,Tongass National Forest
233009,TROUT LAKE CABIN,Chugach National Forest
233010,ROMIG CABIN,Chugach National Forest
233012,SWAN LAKE CABIN PETERSBURG,Tongass National Forest
233013,JUNEAU LAKE CABIN,Chugach National Forest
233014,SWAN LAKE CABIN SEWARD,Chugach National Forest
233016,WEST SWAN LAKE CABIN,Chugach National Forest
233017,KAH SHEETS LAKE CABIN,Tongass National Forest
233018,DEVILS PASS CABIN,Chugach National Forest
233020,EAST CREEK CABIN,Chugach National Forest
233021,CARIBOU CREEK CABIN,Chugach National Forest
233022,CASCADE CREEK CABIN,Tongass National Forest
233024,RAVENS ROOST CABIN,Tongass National Forest
233027,SPURT COVE CABIN,Tongass National Forest
233028,CRESCENT SADDLE CABIN,Chugach National Forest
233029,DALE CLEMENS CABIN,Chugach National Forest
233031,WEST POINT CABIN,Tongass National Forest
233032,GOULDING LAKE CABIN,Tongass National Forest
233033,KOOK LAKE CABIN,Tongass National Forest
233034,SITKOH LAKE (EAST) CABIN,Tongass National Forest
233035,SITKOH LAKE (WEST) CABIN,Tongass National Forest
233036,SULOIA LAKE CABIN,Tongass National Forest
233037,LAKE EVA CABIN,Tongass National Forest
233038,SHELIKOF CABIN,Tongass National Forest
233040,FREDS CREEK CABIN,Tongass National Forest
233043,DAVIDOF LAKE CABIN,Tongass National Forest
233044,PLOTNIKOF LAKE CABIN,Tongass National Forest
233045,SAMSING COVE CABIN,Tongass National Forest
233048,MOSER ISLAND CABIN,Tongass National Forest
233051,PIPER ISLAND CABIN,Tongass National Forest
233053,WHITE SULPHUR SPRINGS CABIN,Tongass National Forest
233055,CONTROL LAKE CABIN,Tongass National Forest
233056,HONKER LAKE CABIN,Tongass National Forest
233057,KARTA LAKE CABIN,Tongass National Forest
233058,KARTA RIVER CABIN,Tongass National Forest
233062,SARKAR LAKE CABIN,Tongass National Forest
233064,STANEY CREEK CABIN,Tongass National Forest
233065,SWEET WATER LAKE CABIN,Tongass National Forest
233066,KATHLEEN LAKE CABIN,Tongass National Forest
233070,MOUNT RYNDA CABIN,Tongass National Forest
233071,MOUNT FLEMER CABIN,Tongass National Forest
233072,LITTLE DRY ISLAND CABIN,Tongass National Forest
233074,KOKNUK CABIN,Tongass National Forest
233075,SERGIEF ISLAND CABIN,Tongass National Forest
233076,GARNET LEDGE CABIN,Tongass National Forest
233077,VIRGINIA LAKE CABIN,Tongass National Forest
233081,MARTEN LAKE CABIN,Tongass National Forest
233084,EAGLE LAKE CABIN,Tongass National Forest
233085,MALLARD SLOUGH CABIN,Tongass National Forest
233087,HARDING RIVER CABIN,Tongass National Forest
233088,SITUK LAKE CABIN,Tongass National Forest
233089,EAGLE CABIN,Tongass National Forest
233090,RAVEN CABIN,Tongass National Forest
233091,TANIS MESA NORTH CABIN,Tongass National Forest
233092,TANIS MESA SOUTH CABIN,Tongass National Forest
233094,MIDDLE DANGEROUS RIVER CABIN,Tongass National Forest
233095,ITALIO RIVER CABIN,Tongass National Forest
233105,SALMON LAKE CABIN SITKA,Tongass National Forest
233126,WALDE LOOKOUT CABIN,Nez Perce-Clearwater National Forests
233143,COTTONWOOD CABIN,Okanogan-Wenatchee National Forest
233151,MOOSE CREEK CABIN,Helena-Lewis and Clark National Forest
233160,KELLY FORKS CABIN,Nez Perce-Clearwater National Forests
233166,LIZ CREEK CABIN,Nez Perce-Clearwater National Forests
233171,TWELVEMILE CABIN,Tongass National Forest
233179,STARRIGAVAN CREEK CABIN,Tongass National Forest
233203,SILVERTIP CABIN,Flathead National Forest
233229,KENCK CABIN,Helena-Lewis and Clark National Forest
233242,HULL CABIN,Kaibab National Forest
233257,MANZANITA LAKE CAMPING CABINS,Lassen Volcanic National Park
233305,OLALLIE LAKE GUARD STATION CABIN,Mt. Hood National Forest
233317,KENAI NATIONAL WILDLIFE REFUGE CABINS,Kenai National Wildlife Refuge
233332,GREAT ISLAND CABIN CAMP,Cape Lookout National Seashore
233333,LONG POINT CABIN CAMP,Cape Lookout National Seashore
233334,CABIN CREEK CAMPGROUND,Custer Gallatin National Forest
233348,REDFISH CABIN,Sawtooth National Forest
233401,Eight Fathom Cabin,Tongass National Forest
233402,KENT SPRINGS CABIN,Coronado National Forest
233726,LOUELLA CABIN,Olympic National Forest
233727,TANEUM CABIN,Okanogan-Wenatchee National Forest
233731,STUB CREEK CABIN,Arapaho & Roosevelt National Forests Pawnee NG
233740,HAMMA HAMMA CABIN,Olympic National Forest
233743,INTERROREM CABIN,Olympic National Forest
233808,ROBERTS CABIN,PSICC
233812,LAKE ISABEL CABIN,PSICC
233873,LOST CABIN CAMPGROUND,Bighorn National Forest
233881,DEADWOOD LOOKOUT REC CABIN,Boise National Forest
233887,SYCAMORE CABIN,Prescott National Forest
233958,DEER PARK CABIN,Boise National Forest
233960,GRAHAM CABIN,Boise National Forest
234006,HARVEY WEST CABIN,Eldorado National Forest
234077,HORSETHIEF CABIN,Prescott National Forest
234084,SANDSTONE CABIN,Medicine Bow-Routt NFs & Thunder Basin NG
234092,Peterson Prairie Cabin,Gifford Pinchot National Forest
234123,DEER CREEK GUARD STATION CABIN,Malheur National Forest
234125,FALL MOUNTAIN LOOKOUT CABIN,Malheur National Forest
234138,TAMARACK CABIN,Umatilla National Forest
234139,DONLEY CABIN,Cherokee National Forest
234157,WILLOW PRAIRIE CABIN,Rogue River-Siskiyou National Forest
234160,PACKERS CABIN,Rogue River-Siskiyou National Forest
234167,LOST LAKE CABINS,Chequamegon-Nicolet NF
234174,FISH LAKE REMOUNT DEPOT CABINS,Willamette National Forest
234212,PEAVY CABIN,Wallowa Whitman National Forest
234224,POSO GUARD STATION CABIN,Sequoia National Forest
234225,MOUNTAIN HOME GUARD STATION CABIN,Sequoia National Forest
234235,MCKEEVER CABIN,Hiawatha National Forest
234238,DOUBLEHEAD CABIN,White Mountain National Forest
234239,CLACKAMAS LAKE HISTORIC CABIN,Mt. Hood National Forest
234240,SNOW SURVEY CABIN,Medicine Bow-Routt NFs & Thunder Basin NG
234241,RADEKE CABIN,White Mountain National Forest
234247,CLEAR LAKE CABIN LOOKOUT,Mt. Hood National Forest
234255,ELWOOD CABIN,Rio Grande National Forest
234258,STONY FORK CABIN,George Washington & Jefferson National Forest
234259,SUNRISE CABIN,George Washington & Jefferson National Forest
234271,CLEARWATER LOOKOUT CABIN,Umatilla National Forest
234273,SUMMIT RIDGE LOOKOUT CABIN,Black Hills National Forest
234278,EAST FORK CABIN,Bitterroot National Forest
234279,CARETAKERS CABIN,Umatilla National Forest
234284,HORSE HEAVEN CABIN,Bitterroot National Forest
234288,WOODS CABIN,Bitterroot National Forest
234295,TWOGOOD CABIN,Bitterroot National Forest
234298,IBEX CABIN,Custer Gallatin National Forest
234300,PORCUPINE CABIN,Custer Gallatin National Forest
234303,SQUIRREL MEADOWS CABIN,Caribou-Targhee National Forest
234305,WARM RIVER CABIN,Caribou-Targhee National Forest
234307,MILL CREEK CABIN,Custer Gallatin National Forest
234309,TRAIL CREEK CABIN,Custer Gallatin National Forest
234313,SWAN CABIN,National Forests in North Carolina
234314,MEYERS CREEK CABIN,Custer National Forest
234321,NOTCH CABIN,Beaverhead-Deerlodge National Forest
234322,WALL CREEK CABIN,Beaverhead-Deerlodge National Forest
234324,WISHON CABIN,Sequoia National Forest
234326,YELLOW MULE CABIN,Custer Gallatin National Forest
234327,WINDY PASS CABIN,Custer Gallatin National Forest
234328,WINDOW ROCK CABIN,Custer Gallatin National Forest
234331,SPANISH CREEK CABIN,Custer Gallatin National Forest
234332,MYSTIC LAKE CABIN,Custer Gallatin National Forest
234335,FOX CREEK CABIN (MT),Custer Gallatin National Forest
234337,FORD CABIN,Flathead National Forest
234338,ZIPS PLACE CABIN,Flathead National Forest
234339,NINKO CABIN,Flathead National Forest
234340,CHALLENGE CABIN,Flathead National Forest
234343,SCHNAUS CABIN,Flathead National Forest
234350,TWIN LAKES CABIN (MT),Beaverhead-Deerlodge National Forest
234351,MAY CREEK CABIN,Beaverhead-Deerlodge National Forest
234352,HOGAN CABIN,Beaverhead-Deerlodge National Forest
234353,CANYON CREEK CABIN,Beaverhead-Deerlodge National Forest
234355,GORDON REESE CABIN,Beaverhead-Deerlodge National Forest
234359,WHITETAIL CABIN,Custer National Forest
234361,VIGILANTE CABIN,Beaverhead-Deerlodge National Forest
234366,WAPITI CABIN,Custer Gallatin National Forest
234368,CABIN CREEK CABIN,Custer Gallatin National Forest
234372,WEST FORK CABIN (S OF ENNIS),Beaverhead-Deerlodge National Forest
234373,MOOSE LAKE CABIN,Beaverhead-Deerlodge National Forest
234375,DOUGLAS CREEK CABIN,Beaverhead-Deerlodge National Forest
234376,DONEY CABIN,Beaverhead-Deerlodge National Forest
234377,RACETRACK CABIN,Beaverhead-Deerlodge National Forest
234378,STONY CABIN,Beaverhead-Deerlodge National Forest
234379,OWL CREEK CABIN,Flathead National Forest
234385,MT. WAM LOOKOUT CABIN RENTAL,Kootenai National Forest
234388,UPPER FORD CABIN RENTAL,Kootenai National Forest
234391,HORSE PRAIRIE CABIN,Beaverhead-Deerlodge National Forest
234397,HIGH RYE CABIN,Beaverhead-Deerlodge National Forest
234409,CALF CREEK CABIN,Helena-Lewis and Clark National Forest
234414,FOURMILE CABIN,Custer Gallatin National Forest
234415,DEER CREEK CABIN (MT),Custer Gallatin National Forest
234416,HUNTERS SPRING CABIN,Helena-Lewis and Clark National Forest
234418,WEST FORK CABIN (W OF CHOTEAU),Helena-Lewis and Clark National Forest
234422,CRYSTAL LAKE CABIN,Helena-Lewis and Clark National Forest
234425,DRY WOLF CABIN,Helena-Lewis and Clark National Forest
234431,KINGS HILL CABIN,Helena-Lewis and Clark National Forest
234438,MAGEE RANGERS CABIN,Idaho Panhandle National Forests
234444,MEADOW CREEK CABIN,Nez Perce-Clearwater National Forests
234445,WALKER CABIN,Nez Perce-Clearwater National Forests
234448,WEST FORK OF ROCK CREEK CABIN,Beaverhead-Deerlodge National Forest
234449,KADING CABIN,Helena-Lewis and Clark National Forest
234451,INDIAN FLATS CABIN,Helena-Lewis and Clark National Forest
234453,CUMMINGS CABIN,Helena-Lewis and Clark National Forest
234454,MUDDY GUARD CABIN,Bighorn National Forest
234456,KENDRICK CABIN,Coconino National Forest Recreation
234457,CAMP FOUR AND HALF CABIN,Sequoia National Forest
234459,FERNOW CABIN,Coconino National Forest Recreation
234482,COLD SPRINGS PEAK CABIN,Nez Perce-Clearwater National Forests
234506,MONTURE GUARD STATION CABIN,Lolo National Forest
234511,WURTZ CABIN,Flathead National Forest
234515,CALDWELL CABIN,Apache-Sitgreaves National Forest
234520,MEADOWS CABIN,Bridger-Teton National Forest
234521,MCCAIN CABIN,Bridger-Teton National Forest
234522,DEER CREEK CABIN (WY),Bridger-Teton National Forest
234523,CAZIER CABIN,Bridger-Teton National Forest
234565,RILLWAY CABIN,Helena-Lewis and Clark National Forest
234607,MAXEY CABIN,Custer Gallatin National Forest
234611,SUNLIGHT RANGERS CABIN,Shoshone National Forest
234629,Kodiak National Wildlife Refuge Cabins,Kodiak National Wildlife Refuge
234654,SLY GUARD CABIN,Eldorado National Forest
234657,LAKE DORR CABIN,National Forests in Florida
234659,CRANDALL CREEK CABIN,Custer Gallatin National Forest
234666,OAK CABIN,Grand Mesa Uncompahgre and Gunnison National Forest
234667,SILESCA CABIN,Grand Mesa Uncompahgre and Gunnison National Forest
234671,MIDDLE RIDGE CABIN,Tongass National Forest
234673,SNOW PEAK CABIN,Colville National Forest
234681,FARNSWORTH CABIN,Allegheny National Forest
234683,DAWSON CABIN,PSICC
234712,SPENCE CABIN,Great Smoky Mountains National Park
234734,TOM'S LAKE CABIN,Hiawatha National Forest
234745,DESOLATION GRAY CANYONS SCREEN CABINS,Desolation Canyon
234783,Haleakala National Park (Cabin Permits),Haleakala National Park
234790,GRAND ISLAND CABINS,Hiawatha National Forest
246027,Fremont Cabins,Umatilla National Forest
247595,OFF COW CAMP CABIN,Rio Grande National Forest
247596,FITTON GUARD STATION CABIN,Rio Grande National Forest
250033,PALISADES RANGER RESIDENCE CABIN,Coronado National Forest
250041,POLE CREEK CABIN,Bighorn National Forest
251511,SKATERS CABIN SHELTER,Tongass National Forest
251769,FREMONT POINT CABIN,Fremont-Winema National Forest
251825,JUMPUP CABIN,Kaibab National Forest
251861,Kenai Fjords National Park Cabins,Kenai Fjords National Park
253500,MILLER CABIN,Helena-Lewis and Clark National Forest
259345,Priest Rock Cabin,Lake Clark National Park & Preserve
272098,RED IVES CABIN,Idaho Panhandle National Forests
272173,STRAWBERRY CABIN,Helena-Lewis and Clark National Forest
273377,MAMMOTH CABIN,Manti-La Sal National Forest
273378,HIRZ CABIN,SHASTA-TRINITY NATIONAL FOREST
231942,PINE VALLEY NORTH WASATCH CACH,Uinta-Wasatch-Cache National Forest
233446,CADDO DRIVE,Degray Lake
232440,CADES COVE GROUP,Great Smoky Mountains National Park
232488,CADES COVE CAMPGROUND,Great Smoky Mountains National Park
232538,CADIZ,Barkley Lake
232189,CADOTTE LAKE,Superior National Forest
250852,Caesar Creek Lake,Caesar Creek Lake
234538,CAL-IDA,Tahoe National Forest
233221,CALABASAS,Coronado National Forest
232277,CALAMITY,Caribou-Targhee National Forest
120840,CALDWELL FIELDS GROUP CAMPGROUND,George Washington & Jefferson National Forest
232650,NAT CALDWELL PARK,Old Hickory Lake
232267,RED FEATHER CALIFORNIA,Plumas National Forest
232366,WOLF CREEK CALIFORNIA,Eldorado National Forest
232396,EAST FORK CALIFORNIA,Inyo National Forest
232883,GRANITE FLAT (CALIFORNIA),Tahoe National Forest
251967,LOON CALL CAMPSITE on GRAND ISLAND,Hiawatha National Forest
234131,CALPINE LOOKOUT,Tahoe National Forest
251904,CAMEL LAKE CAMPGROUND,National Forests in Florida
10004358,Station Camp Campground,Big South Fork National River & Recreation Area
10011396,Wolf Ford Horse Camp,National Forests in North Carolina
120890,POLK CAMP,Tongass National Forest
231843,WILLOW CREEK HORSE CAMP,Black Hills National Forest
231957,PUMICE FLAT GROUP CAMP,Inyo National Forest
231968,DEER GROUP CAMP,San Bernardino National Forest
231970,GRAYS PEAK GROUP CAMP,San Bernardino National Forest
231971,IRONWOOD GROUP CAMP,San Bernardino National Forest
231972,JUNIPER SPRINGS GROUP CAMP,San Bernardino National Forest
231974,TANGLEWOOD GROUP CAMP,San Bernardino National Forest
231992,COVE CREEK UPPER GROUP CAMP,National Forests in North Carolina
231994,KUYKENDALL GROUP CAMP,National Forests in North Carolina
232043,Excelsior Group Camp,Mt. Baker-Snoqualmie National Forest
232072,Miller River Group Camp,Mt. Baker-Snoqualmie National Forest
232184,WILD MARE HORSE CAMP,Siuslaw National Forest
232239,ROCK CREEK LAKE GROUP CAMP,Inyo National Forest
232274,CAMP HALE MEMORIAL,White River National Forest
232304,NEWBERRY GROUP CAMP SITE,Deschutes National Forest
232318,CAMP SEVEN LAKE CAMPGROUND,Hiawatha National Forest
232345,CAMP HALE EAST FORK GROUP,White River National Forest
232351,GREEN SPOT EQUESTRIAN GROUP CAMP,San Bernardino National Forest
232369,CAMP DICK,Arapaho & Roosevelt National Forests Pawnee NG
232373,Esswine Group Camp,Mt. Baker-Snoqualmie National Forest
232374,Coal Creek Group Camp,Mt. Baker-Snoqualmie National Forest
232375,Wiley Creek Group Camp,Mt. Baker-Snoqualmie National Forest
232376,Marten Creek Group Camp,Mt. Baker-Snoqualmie National Forest
232377,Tulalip Group Camp,Mt. Baker-Snoqualmie National Forest
232388,IRON CREEK HORSE CAMP,Black Hills National Forest
232395,FRENCH CAMP,Inyo National Forest
232434,CATALOOCHEE GROUP CAMP,Great Smoky Mountains National Park
232436,ELKMONT GROUP CAMP,Great Smoky Mountains National Park
232438,COSBY GROUP CAMP,Great Smoky Mountains National Park
232441,SMOKEMONT GROUP CAMP,Great Smoky Mountains National Park
232478,DEEP CREEK GROUP CAMP,Great Smoky Mountains National Park
232481,TOW STRING HORSE CAMP,Great Smoky Mountains National Park
232482,CATALOOCHEE HORSE CAMP,Great Smoky Mountains National Park
232614,JOHNSON CREEK CAMP,Lake O' The Pines
232717,TAR CAMP,Arkansas River - Pool 5
232778,WHITEFISH HORSE CAMP,Deschutes National Forest
232779,Simax Group Camp,Deschutes National Forest
232837,CAMP CREEK,Mt. Hood National Forest
232889,CAMP THREE CAMPGROUND,Sequoia National Forest
232898,North Fork Elk Group Camp,Gifford Pinchot National Forest
233108,COVE CREEK LOWER GROUP CAMP,National Forests in North Carolina
233109,WHITE PINE SOUTH GROUP CAMP,National Forests in North Carolina
233113,WINDY GROUP CAMP,Deschutes National Forest
233138,SHERANDO LAKE GROUP CAMP,George Washington & Jefferson National Forest
233139,CAVE MOUNTAIN LAKE GROUP CAMP,George Washington & Jefferson National Forest
233164,HOPPER CREEK GROUP CAMP,George Washington & Jefferson National Forest
233176,ELIZABETH FURNACE GROUP CAMP,George Washington & Jefferson National Forest
233194,Chief Paulina Horse Camp,Deschutes National Forest
233198,CAMP SHERMAN CAMPGROUND,Deschutes National Forest
233209,FOX CREEK GROUP CAMP,Willamette National Forest
233227,CAMP RUCKER GROUP SITE,Coronado National Forest
233241,CAMP MISTY MOUNT,Catoctin Mountain Park
233310,GROUP CAMP,Hugo Lake
233335,PALISADES HORSE CAMP,San Juan National Forest
233397,CAVE MOUNTAIN LAKE FAMILY CAMP,George Washington & Jefferson National Forest
233413,WHITEBREAST CAMP,Lake Red Rock
233553,MILL CREEK CAMPING,Berlin Lake
233565,NORTH OVERLOOK CAMP,Lake Red Rock
233679,OUTFLOW CAMPING,Youghiogheny River Lake
233753,WILBORN CREEK (GROUP CAMP),Lake Shelbyville
233770,SHEEP SPRINGS HORSE CAMP,Deschutes National Forest
